KL20_weight
3.2899903276288915e-10
4.79440155198454e-10
6.267304179207717e-10
3.963652790097672e-10
3.0101188465707615e-10
4.679295312515026e-10
3.4422559546303883e-10
5.7566129993559e-10
3.711702272511296e-10
2.7299017876215635e-10
5.065133463458953e-10
2.0966647156540286e-10
9.799301306077262e-10
4.89271292403796e-10
5.462770448012495e-10
2.8997656266818795e-10
3.1957880207328217e-10
3.1838497643917993e-10
3.999311422349287e-10
2.5227095899767437e-10
5.908506241049865e-10
2.3002875092131755e-09
2.618399259185857e-10
1.8692566654199817e-10
5.394978146691471e-10
6.98080435614721e-10
2.7299107985909905e-10
8.839835812625836e-10
5.738085611074541e-10
3.4646730335836023e-10
5.799462799150988e-10
5.765470706018806e-10
3.3144898700577904e-10
2.0765089241170364e-10
2.627337847021452e-09
1.4445205295489347e-09
3.0035617538605016e-10
2.3647479530678043e-09
7.720977861983624e-10
4.274137976882459e-10
3.209194127618988e-10
4.4654032255509905e-10
3.0316421097379047e-10
4.864588622324661e-10
8.885502115099877e-10
4.264505139385621e-10
3.5490330166260274e-10
1.1808503972562033e-09
4.803551634383745e-10
5.769183962263024e-10
3.2100575665376247e-10
1.1055202212628358e-09
6.406068110827107e-10
3.775135949945471e-10
3.17690485891163e-10
4.740901433538317e-10
9.308693256228888e-10
6.078635657948019e-10
6.474311250350274e-10
2.1979140559835937e-10
6.008631139074018e-10
3.900122344995852e-10
4.077561499898425e-10
4.1233603740964675e-09
3.600654889808001e-10
2.811460681565338e-10
1.596053866302196e-09
3.247501653618658e-10
2.1416516795871843e-09
2.7032926042204393e-09
3.03388559858739e-10
3.5973982343714127e-10
3.457044098627858e-10
3.946610584330301e-10
3.493228224869933e-10
5.718362444479389e-10
5.691238039566164e-10
6.250248940644268e-10
3.4703827278418326e-10
3.4124194267950095e-10
6.384806370414918e-10
6.077170707166437e-10
6.832871578609901e-10
2.3207287989004893e-09
7.370853816599229e-10
3.5726151977954625e-10
5.735716340815533e-10
3.4509335112704013e-10
5.444828433390725e-10
4.6562481202323416e-10
3.320699387850299e-10
4.090894262802023e-10
8.931469266979117e-10
5.032656291238977e-10
3.678257806620867e-10
6.696898399071789e-10
2.3172646975897712e-10
6.427550745361722e-10
3.5700889225279084e-10
2.470434979597502e-10
2.7283546493813394e-10
5.695881041630814e-10
9.91709210930702e-10
2.5469741911011294e-10
4.0038641673740515e-10
2.5232405482471565e-10
4.228467450659568e-10
8.259917781590082e-10
4.709723694617781e-10
3.738313297870598e-10
2.9176351586148863e-10
8.766977430119292e-10
7.823137142179269e-10
2.835457143940943e-10
6.095233715132766e-10
3.597348103797926e-10
4.192375524256616e-10
7.505673429365308e-10
5.179029105096164e-10
8.6203227752588e-10
5.499025921804304e-10
6.073964344539367e-09
2.6160995025745487e-10
4.2033785503847204e-10
3.995562877736281e-10
4.303199575906558e-10
3.59451407897191e-10
3.5236604662390253e-10
4.6290234822915194e-10
4.2456117727687667e-10
3.1310795646942066e-10
3.4246316599664925e-10
2.893044573102041e-10
2.3536226463158654e-10
1.5636456145366532e-09
5.951707969678946e-10
3.007855446403436e-10
1.2546519466239295e-09
